file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
4CH000M.wav,A jet blasting water at dishes in a dishwasher,A machine is running continuously and a clunk happens.,A machine is running continuously as a clunk happens.,A rotating automatic water sprinkler spraying water on the ground,An automatic sprinkler spins and sprays water on the ground.,A machine is running continuously and a clunk happens.,,,,,,,,,,,
birds and plane.wav,A bird squawks while an airplane flies overhead.,A bird squawks while an airplane is flying overhead.,A duck is quacking loudly while a plane is flying over head.,"As the airplane passes in the distance overhead, the birds squawk.",Birds squawk as an airplane passes overhead and into the distance.,"As the plane flew overhead and vanished into the distance, birds and ducks quacked.",,,,,,,,,,,
fakerainstereo.wav,A machine is running and wheels are clicking along a solid surface,An electric money counter is counting and wrapping money.,An electric money counter is counting money and wrapping it.,An electric industrial sewing machine is being ran at top speed.,An industrial sewing machine is being ran at top speed.,"A machine is running, making a clicking sound.",,,,,,,,,,,
tapemeasure1.wav,A metal ball is rolling down a wooden board and bumping into walls.,A person is assembling a metal rack while another person drags metal objects.,Close up objects being mixed up with messing with the loudness in a hollow area.,Metallic scraping throughout and clinking with tapping later.,Tiny balls fall down a gravity game for fun,Metallic scraping throughout and clinking with tapping later.,,,,,,,,,,,
wind_and_waves_ambience.wav,A person is walking down an outside hall and the wind blows softly.,A train is going by quietly in the distance.,Ocean waves roll onto a beach in rapid succession.,Someone is walking down an outside hall as the wind blows softly.,Water or wind hitting the shore or just wind passing by.,"A gentle breeze caressed the air as waves crashed swiftly onto the shore, one after another.",,,,,,,,,,,
Hand coffee mill.wav,A hard food is getting crunched constantly and loudly.,"A heavy piece of metal grinds more than once, but stops in the middle before continuing.","A metal object grinds repeatedly, abruptly stopping every so often then resuming over time.",A person operating a grinder taking momentary pauses.,Momentary pauses are taken while a person operates a grinder,A person operating a grinder taking momentary pauses.,,,,,,,,,,,
Cooking with Gas ( Like a Rocket).wav,A furnace being ignited and it then blasts a large amount of heat and noise.,"""A furnace ignites, then blasts a large amount of heat and noise.""",A person uses a blowtorch on several pieces of metal.,A person using a blowtorch on several pieces of metal,a large grinder starts up and begins grinding objects,A furnace being ignited and it then blasts a large amount of heat and noise.,,,,,,,,,,,
Running.wav,"""Chains are rattling while a horse is moving, then a man coughs.""","""Slow first, then quickening, horse feet and the jangle of their harness pass along, followed by a light cough.""",Someone is running with their keys just a jingling and then coughs.,"""With increasing speed, the trotting of horse feet and the jangle of their equipment pass by, followed by a cough.""","""chains are rattling, as horse is moving, then man coughs""","The man kept running, keys jingling on his body, and finally coughed a few times.",,,,,,,,,,,
CityPark Evening Moerputten NL 130510_01.wav,A bunch of birds whistle and sing in high pitched tones.,A vehicle is moving with the screaming of birds in the background,Many birds in close proximity whistling and singing in high pitched tones.,"Many different birds chirp and sing, all in different ways.",The birds are chirping and talking with each other both near and in the distance.,"A variety of birds chirped and sang, with the sound of passing vehicles in the background.",,,,,,,,,,,
CountrySideSummerEvening.wav,A dog is barking as birds are chirping.,Birds are chirping and a dog is barking in an urban neighborhood.,Birds are chirping and a dog is barking in urban area.,Birds are making chirping noises while a dog barks.,The birds are singing and the dogs are barking in the rain.,"Dogs bark, birds chirp, insects buzz, and there are faint sounds of people talking and objects being placed.",,,,,,,,,,,
Auto_with_fadeout.wav,A car approaches and then slowly rolls to a stop.,"A car can be heard driving from a distance, getting closer and then stopping.",A vehicle approaches and comes to a stop,A vehicle approaching until it comes to a stop.,An engine getting louder as time goes on.,"The sound of a car driving could be heard in the distance, growing closer and closer, then coming to a stop.",,,,,,,,,,,
old car engine start and stop.wav,A car spluttering as it starts and then turns off.,A car struggles to get started then is turned off.,A motor starting up and running idle and then turning off.,The car starting cranked up slowly and then cut off.,"""a motor starting up and running idle , then it turns off and nothing is heard""",A car spluttering as it starts and then turns off.,,,,,,,,,,,
countdownandcheer_01.wav,"""A group of people are chanting, at the end there is percussion noises and cheering.""",A group of people chant clapping along till the end where the let out screams.,A large group of people chanting with cheers at the end and accompanying percussion.,Many different voices are chanting and then celebrating.,Several people chanting then cheering in celebration with people also cheering in the background.,"A group of people are chanting, at the end there is percussion noises and cheering",,,,,,,,,,,
"""Uh, Hi, Mom. I Crashed the Car.wav""",A man is speaking at a very slow pace.,A man is talking to someone about something.,A man is talking in a nervous manner.,A person speaks but mumbles over their words nervously.,"""A person speaks, with a weak cadence to their words and voice.""",A man is talking to someone about something.,,,,,,,,,,,
RoostingBirds.wav,A large amount of birds are chirping while cars pass by in the background.,Many birds are chirping and cars are driving by quickly.,Many birds are chirping and cars are driving by.,"Outside, many types of different birds are tweeting.",bird chirping loudly with traffic sounds in the background,"A chorus of birds chirping, with the sound of cars passing by in the background.",,,,,,,,,,,
